bigg_reaction_id	bigg_reaction_name	bigg_reaction_string
FERCYT	Fe (III) Reductase: G sulfurreducens	fe3_e + omchr_e <-> fe2_e + omcho_e
FUTH	Futalosine hydrolase	fut_c + h2o_c <-> dhxfut_c + hxan_c
GHBDHy	Gamma-hydroxybutyrate dehydrogenase (NADPH)	h_c + nadph_c + sucsal_c <-> ghb_c + nadp_c
GLUSz	Glutamate synthase (Ferredoxin)	akg_c + fdxr_42_c + gln__L_c + 2.0 h_c <-> fdxo_42_c + 2.0 glu__L_c
GM1LIPAabcpp	Geobacter metallireucens modelified lipid A transport via ABC system (periplasm)	atp_c + h2o_c + hghhlipa_c <-> adp_c + h_c + pi_c + hghhlipa_p
GM2LIPAabcpp	Geobacter metallireucens modelified lipid A transport via ABC system (periplasm)	atp_c + h2o_c + hghhlipan_c <-> adp_c + h_c + pi_c + hghhlipan_p
HCITS	Homocitrate synthase	accoa_c + akg_c + h2o_c <-> coa_c + h_c + hcit_c
HEPT1N	Heptosyltransferase I (LPS core synthesis) (glucosediaminyl)	adphep_LD_c + lipan_c <-> adp_c + h_c + hlipan_c
HEPT5	Heptosyltransferase (LPS core synthesis) (heptosyl-(1->3Hep2)-glucosyl-(1->4Hep1)-heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA)	adphep_LD_c + ghhlipa_c <-> adp_c + h_c + hghhlipa_c
HKtpp	H+/K+ gastric/non-gastric P-ATPase and ABC ATPase (periplasm)	atp_c + h2o_c + k_p <-> adp_c + k_c + pi_c + h_p
HMPSCD	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase	hmpscoa_c + nad_c <-> h_c + nadh_c + sbzcoa_c
IBTMr	Isobutyryl-CoA mutase	btcoa_c <-> ibcoa_c
IBTtex	Isobutyrate transport via diffusion (extracellular to periplasm)	ibt_e <-> ibt_p
IOR2b	Indolepyruvate ferredoxin oxidoreductase (phenylpyvurate)	coa_c + fdxo_42_c + phpyr_c <-> co2_c + fdxr_42_c + h_c + phaccoa_c
K2L4A3ODAex	KDO(2)-Lipid IV(A) 3-O-deacetylase (n-C14:0) (extracellular membrane)	h2o_e + kdo2lipid4_e <-> 3httdca_e + h_e + kdo2lipid4b_e
LA4NTGM1pp	4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	hghhlipa_p + uLa4n_p <-> gm1lipa_p + udcpp_p
LACD	Lactate dehydrogenase	dhlplarg_c + mql8_c + 2.0 pyr_c <-> 2.0 lac__D_c + lplarg_c + mqn8_c
LCYSTabcpp	L-cysteate transport via ABC system (periplasm)	atp_c + h2o_c + Lcyst_p <-> Lcyst_c + adp_c + h_c + pi_c
LCYSTtex	L-cysteate transport via ABC system  (extracellular to periplasm)	Lcyst_e <-> Lcyst_p
MCSNAH	5-Methylcytosine aminohydrolase	5mcsn_c + h_c + h2o_c <-> nh4_c + thym_c
MNCYT	Mn(IV) Reductase	mn4_e + 2.0 omchr_e <-> mn2_e + 2.0 omcho_e
MOAT2N	3-deoxy-D-manno-octulosonic acid transferase (glucosediaminyl)	ckdo_c + kdolipid4n_c <-> cmp_c + h_c + kdo2lipid4n_c
MOATN	3-deoxy-D-manno-octulosonic acid transferase (glucosediaminyl)	ckdo_c + lipidAn_c <-> cmp_c + h_c + kdolipid4n_c
MOTH2	Maltooligosyltrehalose trehalohydrolase (maltotriosyltrehalose)	h2o_c + malttrtre_c <-> malttr_c + tre_c
MOTH3	Maltooligosyltrehalose trehalohydrolase (maltotetraosyltrehalose)	h2o_c + maltttrtre_c <-> maltttr_c + tre_c
MOTH4	Maltooligosyltrehalose trehalohydrolase (maltopentaosyltrehalose)	h2o_c + maltpttre_c <-> maltpt_c + tre_c
MOTS1	Maltooligosyltrehalose synthase (maltotetraose)	maltttr_c <-> malttre_c
MOTS2	Maltooligosyltrehalose synthase (maltopentaose)	maltpt_c <-> malttrtre_c
N2OR	Nitrous oxide reductase (nadh)	h_c + n2o_c + nadh_c <-> h2o_c + n2_c + nad_c
N2tex	Nitrogen exchange, diffusion (extra-organism to periplasm)	n2_e <-> n2_p
NAD_H2	NAD-linked hydrogenase	h_c + nadh_c <-> h2_c + nad_c
NADPC	Nicotinamide adenine dinucleotide phosphate cyclase	nadp_c <-> campp_c + nmn_c
NH4t4pp	Ammonium transport out via K+ antiport (periplasm)	k_c + nh4_p <-> nh4_c + k_p
NIT1b	Nitrogenase	16.0 atp_c + 4.0 fdxr_42_c + 16.0 h2o_c + n2_c <-> 16.0 adp_c + 4.0 fdxo_42_c + 6.0 h_c + h2_c + 2.0 nh4_c + 16.0 pi_c
NORRDX	Nitric oxide reductase (rubredoxin)	2.0 h_c + 2.0 no_c + 2.0 rdxr_c <-> h2o_c + n2o_c + 2.0 rdxo_c
OCHCCH	6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase	6occhcoa_c + 4.0 h_c + 2.0 h2o_c <-> 3hpimcoa_c
OCOAT2r	3-oxoacid CoA-transferase (Succinyl-CoA: 3-methylbutanoate)	3mb_c + succoa_c <-> ivcoa_c + succ_c
OCOAT3r	3-oxoacid CoA-transferase (Succinyl-CoA: 4-hydroxybutanoate)	ghb_c + succoa_c <-> 4hbutcoa_c + succ_c
OMCPPCI2	Outer Membrane Cytochrome Periplasmic Cytochrome redox (electrons in)	omclr_e + ppc1o_p <-> omclo_e + ppc1r_p
OOR2r	2-ketoglutarate ferredoxin oxidoreductase	akg_c + coa_c + fdxo_42_c <-> co2_c + fdxr_42_c + h_c + succoa_c
OXFOtex	Oxalate:Formate antiporter (extracellular to periplasm)	oxa_e <-> oxa_p
PACCOAL2	Phenylacetate-CoA ligase (hydroxyphenylacetate)	4hphac_c + atp_c + coa_c <-> amp_c + hphaccoa_c + ppi_c
PACCOAL3	Phenylacetate-CoA ligase (indoleacetate)	atp_c + coa_c + ind3ac_c <-> amp_c + indaccoa_c + ppi_c
PHENOLt2pp	Phenol transport in via proton symport (periplasm)	h_p + phenol_p <-> h_c + phenol_c
PHEPC	Phenylphosphate carboxylase	co2_c + h2o_c + pphos_c <-> 4hbz_c + h_c + pi_c
PICH	Phenylitaconyl-CoA hydratase	h2o_c + phitcoa_c <-> hmpscoa_c
POR3b	Pyruvate synthase	2obut_c + coa_c + fdxo_42_c <-> co2_c + fdxr_42_c + h_c + ppcoa_c
PPAAFDOR	Propanal:ferredoxin oxidoreductase	fdxo_42_c + h2o_c + ppal_c <-> fdxr_42_c + 3.0 h_c + ppa_c
PPA_1pp	Inorganic diphosphatase (one proton translocation) (periplasm)	h2o_c + ppi_c <-> 2.0 pi_c + h_p
PPAt2pp	H+/Propionate symporter (periplasm)	h_p + ppa_p <-> h_c + ppa_c
PPPGO4	Protoporphyrinogen oxidase (anaerobic, FAD)	3.0 fad_c + pppg9_c <-> 3.0 fadh2_c + ppp9_c
PS120abcpp	Phosphatidylserine transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + ps120_c <-> adp_c + h_c + pi_c + ps120_p
PS140abcpp	Phosphatidylserine transport via ABC system (n-C14:0, periplasm)	atp_c + h2o_c + ps140_c <-> adp_c + h_c + pi_c + ps140_p
PS160abcpp	Phosphatidylserine transport via ABC system (n-C16:0, periplasm)	atp_c + h2o_c + ps160_c <-> adp_c + h_c + pi_c + ps160_p
PS180abcpp	Phosphatidylserine transport via ABC system (n-C18:0, periplasm)	atp_c + h2o_c + ps180_c <-> adp_c + h_c + pi_c + ps180_p
PYRt4pp	Pyruvate transport via sodium symport	na1_p + pyr_p <-> na1_c + pyr_c
RDXR	Rubredoxin oxidoreductase	nadh_c + 2.0 rdxo_c <-> h_c + nad_c + 2.0 rdxr_c
SO3abcpp	Sulfite transport via ABC system (periplasm)	atp_c + h2o_c + so3_p <-> adp_c + h_c + pi_c + so3_c
STPT1	Phosphoserine:homoserine phosphotransferase	hom__L_c + pser__L_c <-> phom_c + ser__L_c
STPT2	Threonine phosphotransferase	pser__L_c + thr__L_c <-> ser__L_c + thrp_c
SUCBZT1	Succinyl:benzoate CoA transferase	bz_c + 4.0 h_c + succoa_c <-> benzcoa_c + succ_c
SUCOAACTr	Succinyl-CoA:acetate CoA transferase	ac_c + succoa_c <-> accoa_c + succ_c
SULR2pp	Sulfite reductase (menaquinol) periplasmic	3.0 mql8_c + 2.0 h_p + so3_p <-> 3.0 mqn8_c + 3.0 h2o_p + h2s_p
SULR3	Sulfite reductase (ferredoxin dependent)	3.0 fdxr_42_c + 8.0 h_c + so3_c <-> 3.0 fdxo_42_c + 3.0 h2o_c + h2s_c
TCFERCYT	Tc(VII)Fe reductase	3.0 fe2_e + tc7_e <-> 3.0 fe3_e + tc4_e
U23GAATN	UDP-3-N-(3-hydroxymyristoyl)glucosediamine 2-N-acyltransferase	3hmrsACP_c + u3hgn_c <-> ACP_c + h_c + u23gn_c
UACGAMDH	UDP-N-acetylglucosamine 3-dehydrogenase, NAD-dependent	nad_c + uacgam_c <-> h_c + nadh_c + uacgamo_c
UAGAATN	UDP-2-N-acetylglucose-2,3-diamine acyltransferase	3hmrsACP_c + uacgnn_c <-> ACP_c + h_c + u3agn_c
UDPGLDC	UDP-D-glucuronate decarboxylase	h_c + udpglcur_c <-> co2_c + udpxyl_c
URCYT	U(VI) reductase	2.0 omchr_e + u6_e <-> 2.0 omcho_e + u4_e
VACOAI	Vinylacetyl-CoA Delta-isomerase	vaccoa_c <-> b2coa_c
VCACT	Acetyl-CoA C-acyltransferase (3-oxovaleryl-CoA)	accoa_c + ppcoa_c <-> 3optcoa_c + coa_c
VCOAD	Acyl-CoA dehydrogenase (pentanoyl-CoA)	fad_c + ptcoa_c <-> fadh2_c + pt2coa_c
VOR3b	3-methyl-2-oxopentanoate dehydrogenase (ferredoxin)	3mop_c + coa_c + fdxo_42_c <-> 2mbcoa_c + co2_c + fdxr_42_c + h_c
ZN2t4pp	Zinc transport out via antiport (periplasm)	zn2_c + h_p + k_p <-> h_c + k_c + zn2_p
ALDD20x	Aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	nad_c + h2o_c + id3acald_c <-> 2.0 h_c + nadh_c + ind3ac_c
ATPS4rpp_1	ATP synthase (four protons for one ATP) (periplasm)	3.0 adp_c + 3.0 pi_c + 14.0 h_p <-> 3.0 atp_c + 11.0 h_c + 3.0 h2o_c
BAMPPALDOX	Beta-Aminopropion aldehyde NAD+ oxidoreductase	nad_c + h2o_c + bamppald_c <-> 2.0 h_c + nadh_c + ala_B_c
BCAROHX	Beta-carotene hydroxylase	h_c + o2_c + nadph_c + caro_c <-> h2o_c + nadp_c + bcryptox_c
BCAROHX2	Beta-carotene hydroxylase	h_c + o2_c + nadph_c + bcryptox_c <-> h2o_c + nadp_c + zeax_c
CBFCpp	Cytochrome b6/f complex periplasm	2.0 h_c + 2.0 pcox_p + pqh2_p <-> 4.0 h_p + 2.0 pcrd_p + pq_p
CBFCu	Cytochrome b6/f complex	2.0 h_c + pqh2_u + 2.0 pcox_u <-> 4.0 h_u + pq_u + 2.0 pcrd_u
CYO1b_syn	Cytochrome c oxidase, synechocystis (2 protons)	4.0 h_c + 2.0 focytc6_u + 0.5 o2_u <-> 2.0 h_u + 2.0 ficytc6_u + h2o_u
CYO1b2_syn	Cytochrome c oxidase, synechocystis (2 protons)	4.0 h_c + 2.0 pcrd_u + 0.5 o2_u <-> 2.0 h_u + 2.0 pcox_u + h2o_u
CYO1b2pp_syn	Cytochrome c oxidase, synechocystis (2 protons periplasm)	4.0 h_c + 2.0 pcrd_p + 0.5 o2_p <-> 2.0 h_p + 2.0 pcox_p + h2o_p
CYO1bpp_syn	Cytochrome c oxidase, synechocystis (2 protons)	4.0 h_c + 2.0 focytc6_p + 0.5 o2_p <-> 2.0 h_p + 2.0 ficytc6_p + h2o_p
CYSTA	Cysteine transaminase	akg_c + cys__L_c <-> glu__L_c + mercppyr_c
DASYN181_9	CDP-diacylglycerol synthetase (n-C18 1)	h_c + pa181_9_c + ctp_c <-> ppi_c + cdpdodec9eg_c
DASYN182_9_12	CDP-diacylglycerol synthetase (n-C18 2)	h_c + pa182_9_12_c + ctp_c <-> ppi_c + cdpdodec912eg_c
DASYN184_6_9_12_15	CDP-diacylglycerol synthetase (n-C18 4)	h_c + pa184_6_9_12_15_c + ctp_c <-> ppi_c + cdpdodec691215eg_c
DES_15	Stearoyl-CoA desaturase (delta-15 desaturase)	2.0 h_c + o2_c + octe_9_12_ACP_c + 2.0 fdxrd_c <-> 2.0 h2o_c + 2.0 fdxo_2_2_c + octe_9_12_15_ACP_c
DES_9	Stearoyl-CoA desaturase (delta-9 desaturase)	2.0 h_c + o2_c + ocdcaACP_c + 2.0 fdxrd_c <-> 2.0 h2o_c + octe_9_ACP_c + 2.0 fdxo_2_2_c
DGDG161	Digalactosyldiacylglycerol synthase (n-C16 1)	udpgal_c + mgdg161_c <-> udp_c + dgdg161_c
DGDG180	Digalactosyldiacylglycerol synthase (n-C18 0)	udpgal_c + mgdg180_c <-> udp_c + dgdg180_c
DGDG181	Digalactosyldiacylglycerol synthase (n-C18 1)	udpgal_c + mgdg181_c <-> udp_c + dgdg181_c
DGDG181_9	Digalactosyldiacylglycerol synthase (n-C18 1)	udpgal_c + mgdg181_9_c <-> udp_c + dgdg181_9_c
DGDG182_9_12	Digalactosyldiacylglycerol synthase (n-C18 2)	udpgal_c + mgdg182_9_12_c <-> udp_c + dgdg182_9_12_c
DGDG183_9_12_15	Digalactosyldiacylglycerol synthase (n-C18 3)	udpgal_c + mgdg183_9_12_15_c <-> udp_c + dgdg183_9_12_15_c
G3PAT182_9_12	Glycerol-3-phosphate acyltransferase (C18 2)	octe_9_12_ACP_c + glyc3p_c <-> ACP_c + 1odec912eg3p_c
G3PAT183_6_9_12	Glycerol-3-phosphate acyltransferase (C18 3)	octe_6_9_12_15_ACP_c + glyc3p_c <-> ACP_c + 1odec691215eg3p_c
GAPDi_nadp	Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)	h_c + nadph_c + 13dpg_c <-> nadp_c + pi_c + g3p_c
GMPS	GMP synthase	atp_c + nh4_c + xmp_c <-> 2.0 h_c + ppi_c + amp_c + gmp_c
GTHRDH_syn	Glutathione hydralase (periplasmic)	h2o_c + gthrd_c <-> glu__L_c + cgly_c
LALDO	D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating)	nad_c + gthrd_c + lald__D_c <-> h_c + nadh_c + lgt__S_c
MECDPDH_syn	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	nadph_c + 2mecdp_c <-> h2o_c + nadp_c + h2mb4p_c
MGDG160	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C16 0)	udpgal_c + 12dgr160_c <-> h_c + mgdg160_c + udp_c
MGDG180	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 0)	udpgal_c + 12dgr180_c <-> h_c + udp_c + mgdg180_c
MGDG181_9	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 1)	udpgal_c + 12dgr181_9_c <-> h_c + udp_c + mgdg181_9_c
MGDG182_9_12	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 2)	udpgal_c + 12dgr182_9_12_c <-> h_c + udp_c + mgdg182_9_12_c
MGDG183_6_9_12	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 3)	udpgal_c + 12dgr183_6_9_12_c <-> h_c + udp_c + mgdg183_6_9_12_c
MGDG183_9_12_15	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 3)	udpgal_c + 12dgr183_9_12_15_c <-> h_c + udp_c + mgdg183_9_12_15_c
MGDG184_6_9_12_15	UDPgalactose 1,2-diacylglycerol 3-beta-D-galactosyltransferase (n-C18 4)	udpgal_c + 12dgr184_6_9_12_15_c <-> h_c + udp_c + mgdg184_6_9_12_15_c
MPOMC2	 magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH h2o oxidoreductase (hydroxylating)	h2o_c + nadp_c + mppp9om_c <-> h_c + nadph_c + hmppp9_c
MPOMMM	Magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH oxygen oxidoreductase (hydroxylating)	h_c + o2_c + nadph_c + hmppp9_c <-> 2.0 h2o_c + nadp_c + omppp9_c
MPOMMM2	Magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH 	nadp_c + hmppp9_c <-> h_c + nadph_c + omppp9_c
MPOMOR	Magnesium-protoporphyrin-IX 13-monomethyl ester NADPH oxygen oxidoreductase (hydroxylating)	h_c + o2_c + nadph_c + omppp9_c <-> 2.0 h2o_c + nadp_c + dvpchlld_c
MPOMOR2	 magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH	nadp_c + omppp9_c <-> h_c + nadph_c + dvpchlld_c
NDPK10	Nucleoside-diphosphate kinase (ATP dIDP)	atp_c + didp_c <-> adp_c + ditp_c
PAPA183_9_12_15	Phosphatidate phosphatase (n-C18 3)	h2o_c + pa183_9_12_15_c <-> pi_c + 12dgr183_9_12_15_c
PAPA184_6_9_12_15	Phosphatidate phosphatase (n-C18 4)	h2o_c + pa184_6_9_12_15_c <-> pi_c + 12dgr184_6_9_12_15_c
PGPP181_9	Phosphatidylglycerol phosphate phosphatase (n-C18 1)	h2o_c + pgp181_9_c <-> pi_c + pg181_9_c
PGPP183_6_9_12	Phosphatidylglycerol phosphate phosphatase (n-C18 3)	h2o_c + pgp183_6_9_12_c <-> pi_c + pg183_6_9_12_c
PGSA182_9_12	Phosphatidylglycerol synthase (n-C18 2)	cdpdodec912eg_c + glyc3p_c <-> h_c + cmp_c + pgp182_9_12_c
PGSA183_6_9_12	Phosphatidylglycerol synthase (n-C18 3)	cdpdodec6912eg_c + glyc3p_c <-> h_c + cmp_c + pgp183_6_9_12_c
PGSA183_9_12_15	Phosphatidylglycerol synthase (n-C18 3)	cdpdodec91215eg_c + glyc3p_c <-> h_c + cmp_c + pgp183_9_12_15_c
PHYTEDH1	Phytoene dehydrogenase	nad_c + phytoe_c <-> h_c + nadh_c + phytof_c
PHYTEDH2	Phytoene dehydrogenase(2)	nadp_c + phytoe_c <-> h_c + nadph_c + phytof_c
PHYTES	Geranylgeranyl-diphosphate geranylgeranyl-diphosphate geranylgeranyltransferase	2.0 ggdp_c <-> ppi_c + prephytedp_c
PHYTFDH1	Phytofluene dehydrogenase	nad_c + phytof_c <-> h_c + nadh_c + zcarote_c
PRUK	Phosphoribulokinase	atp_c + ru5p__D_c <-> adp_c + h_c + rb15bp_c
PSI	Photosystem I (plastocyanin)	2.0 pcrd_u + 2.0 fdxo_2_2_c + 2.0 photon_c <-> 2.0 pcox_u + 2.0 fdxrd_c
PSI_2	Photosystem I (ferrocytochrome)	2.0 focytc6_u + 2.0 fdxo_2_2_c + 2.0 photon_c <-> 2.0 ficytc6_u + 2.0 fdxrd_c
PYK4	Pyruvate kinase(4)	h_c + cdp_c + pep_c <-> pyr_c + ctp_c
PYK5	Pyruvate kinase(5)	h_c + pep_c + idp_c <-> pyr_c + itp_c
SBP	Sedoheptulose-bisphosphatase	h2o_c + s17bp_c <-> pi_c + s7p_c
SQD2_160	Sulfoquinovosyltransferase  (n-C16 0)	h2o_c + 12dgr160_c + udpsq_c <-> h_c + udp_c + sqdg160_c
SQD2_161	Sulfoquinovosyltransferase  (n-C16 1)	h2o_c + 12dgr161_c + udpsq_c <-> h_c + udp_c + sqdg161_c
SQD2_181_9	Sulfoquinovosyltransferase  (n-C18 1)	h2o_c + 12dgr181_9_c + udpsq_c <-> h_c + udp_c + sqdg181_9_c
SQD2_182_9_12	Sulfoquinovosyltransferase  (n-C18 2)	h2o_c + 12dgr182_9_12_c + udpsq_c <-> h_c + udp_c + sqdg182_9_12_c
SQD2_183_9_12_15	Sulfoquinovosyltransferase  (n-C18 3)	h2o_c + 12dgr183_9_12_15_c + udpsq_c <-> h_c + udp_c + sqdg183_9_12_15_c
SUCDu_syn	Succinate dehydrogenase (tilacoild)	pq_u + succ_c <-> fum_c + pqh2_u
SUCDpp_syn	Succinate dehydrogenase (periplasm)	pq_p + succ_c <-> fum_c + pqh2_p
SULR_syn	Ferredoxin-sulfite reductase	8.0 h_c + 6.0 fdxrd_c + so3_c <-> 3.0 h2o_c + 6.0 fdxo_2_2_c + h2s_c
THZSN_1	Thiazole synthesis from xylulose	fdxo_2_2_c + cys__L_c + tyr__L_c + dxyl_c <-> h_c + co2_c + h2o_c + pyr_c + nh4_c + fdxrd_c + 4hba_c + 4mhetz_c
TOCOPHOM1	Tocopherol O-methyltransferase	amet_c + gtocophe_c <-> h_c + ahcys_c + avite1_c
TOCOPHOM2	Tocopherol O-methyltransferase(2)	amet_c + dtocophe_c <-> h_c + ahcys_c + bvite_c
TOCOPHS1	Tocopherol cyclase (g)	23dmphol_c <-> gtocophe_c
TOCOPHS2	Tocopherol cyclase (d)	2m6phol_c <-> dtocophe_c
UGLDDS2_1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase (gamma-glutamate)	atp_c + alaala_c + fdxrd_c + uGgl_c <-> adp_c + pi_c + fdxo_2_2_c + uGgla_c
GGDPR	Geranylgeranyl diphosphate reductase	3.0 h_c + 3.0 nadph_c + ggdp_c <-> 3.0 nadp_c + phdp_c
O2tu	O2 transport (diffusion), lumen	o2_u <-> o2_c
FRUt3	D-fructose transport in via proton symport (periplasm)	h_p + fru_p <-> h_c + fru_c
SERabcpp	L-serine transport via ABC system (periplasm)	atp_c + h2o_c + ser__L_p <-> adp_c + h_c + pi_c + ser__L_c
H2Otu_syn	H2O transport via diffusion (tilacoid)	h2o_u <-> h2o_c
SPMDt2pp	Spermidine transport in via proton symport	h_p + spmd_p <-> h_c + spmd_c
CU2abcu_syn	Copper (Cu+2) ABC transporter (periplasm)	atp_c + h2o_c + cu2_c <-> adp_c + h_c + pi_c + cu2_u
PHOtpp	Photon transport pp	photon_p <-> photon_c
SK_precyanphy_c	Precyanphy sink reaction	precyanphy_c <-> 
SK_rdmbzi_c	Rdmbzi sink reaction	rdmbzi_c <-> 
BIOMASS_Ec_SynAuto	Autotrophic Biomass Ecuation	53.4862 atp_c + 4.4667e-05 nadh_c + 0.0017867 nad_c + 48.7499 h2o_c + 0.000335 nadph_c + 0.00011167 nadp_c + 0.13259 gtp_c + 0.000279 accoa_c + 3.1267e-05 malcoa_c + 0.27871 glu__L_c + 0.0001675 coa_c + 0.00022333 ribflv_c + 0.25602 gln__L_c + 0.000223 adocbl_c + 0.23149 asp__L_c + 0.03327 ptrc_c + 0.000223 10fthf_c + 0.00022333 thf_c + 0.01136 nh4_c + 0.39075 ala__L_c + 0.000223 chor_c + 0.23195 arg__L_c + 0.18658 asn__L_c + 0.0034222 caro_c + 0.0029056 zeax_c + 0.0025182 echin_c + 0.000223 amet_c + 0.090279 met__L_c + 0.021191 cholphya_c + 0.0030293 cobalt2_c + 0.13735 utp_c + 0.1241 ctp_c + 0.045834 cys__L_c + 0.1926 lys__L_c + 0.024022 dctp_c + 0.030329 mgdg160_c + 0.020767 dgdg160_c + 0.0017653 mgdg161_c + 0.0015338 dgdg161_c + 7.8137e-05 mgdg180_c + 0.0003552 dgdg180_c + 0.00072349 mgdg181_c + 0.00046418 dgdg181_c + 0.00072349 mgdg181_9_c + 0.00046418 dgdg181_9_c + 0.0096572 mgdg182_9_12_c + 0.0053017 dgdg182_9_12_c + 0.014397 mgdg183_6_9_12_c + 0.011532 dgdg183_6_9_12_c + 7.2349e-05 mgdg183_9_12_15_c + 0.00015136 dgdg183_9_12_15_c + 0.00043409 mgdg184_6_9_12_15_c + 0.00062563 dgdg184_6_9_12_15_c + 0.006816 fe2_c + 0.00022333 pheme_c + 0.0002233 fad_c + 0.026402 dttp_c + 0.0016142 gcarote_c + 0.26713 ser__L_c + 0.33982 gly_c + 0.0002233 mlthf_c + 0.21031 glycogen_c + 0.000223 gthrd_c + 0.000223 hemeO_c + 0.000223 hemeA_c + 0.085649 his__L_c + 0.28889 ile__L_c + 0.52501 leu__L_c + 0.025228 lipidAds_c + 0.000223 5mthf_c + 0.0075733 mg2_c + 0.024092 dgtp_c + 0.026311 datp_c + 0.23611 pro__L_c + 0.0079965 pg160_c + 0.00013632 pg161_c + 0.00027416 pg180_c + 0.00051025 pg181_c + 0.00051025 pg181_9_c + 0.0051823 pg182_9_12_c + 1e-06 pg183_6_9_12_c + 0.0012947 pg183_9_12_15_c + 1e-06 pg184_6_9_12_15_c + 0.18473 phe__L_c + 0.025228 peptido_syn_p + 5.353e-05 udcpdp_c + 0.003787 so4_c + 0.0067443 spmd_c + 0.023887 sqdg160_c + 0.0027596 sqdg161_c + 0.00025246 sqdg183_6_9_12_c + 0.00052434 sqdg180_c + 0.0030684 sqdg181_c + 0.0030684 sqdg181_9_c + 0.0081564 sqdg182_9_12_c + 0.00034956 sqdg183_9_12_15_c + 1e-06 sqdg184_6_9_12_15_c + 9.8267e-05 succoa_c + 0.25278 thr__L_c + 0.13426 tyr__L_c + 1.4478e-05 gtocophe_c + 0.00026324 avite1_c + 0.00022376 dtocophe_c + 1.4478e-05 bvite_c + 0.071297 trp__L_c + 0.31019 val__L_c + 0.0016444 phllqne_c + 0.003787 na1_c + 0.1692 k_c + 0.0030293 mobd_c + 0.006816 fe3_c + 0.003029 mn2_c + 0.003008 cu2_c + 0.003008 zn2_c + 0.004512 ca2_c <-> 53.35 adp_c + 53.35 h_c + 0.63107 ppi_c + 53.3462 pi_c
