KO_ID	KO_NAME	ALL_KO_NAMES
K01854	glf	glf|UDP-galactopyranose mutase [EC:5.4.99.9]|
K01855	PUS3, DEG1	PUS3, DEG1|tRNA pseudouridine38/39 synthase [EC:5.4.99.45]|
K01856	catB	catB|muconate cycloisomerase [EC:5.5.1.1]|
K01857	pcaB	pcaB|3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]|
K01858	INO1, ISYNA1	INO1, ISYNA1|myo-inositol-1-phosphate synthase [EC:5.5.1.4]|
K01859	E5.5.1.6	E5.5.1.6|chalcone isomerase [EC:5.5.1.6]|
K01860	E5.5.1.7	E5.5.1.7|chloromuconate cycloisomerase [EC:5.5.1.7]|
K01861	NEPS3	NEPS3|(+)-cis,cis-nepetalactol synthase [EC:5.5.1.35]|
K01865	hab	hab|(hydroxyamino)benzene mutase [EC:5.4.4.1]|
K01866	YARS, tyrS	YARS, tyrS|tyrosyl-tRNA synthetase [EC:6.1.1.1]|
K01867	WARS, trpS	WARS, trpS|tryptophanyl-tRNA synthetase [EC:6.1.1.2]|
K01868	TARS, thrS	TARS, thrS|threonyl-tRNA synthetase [EC:6.1.1.3]|
K01869	LARS, leuS	LARS, leuS|leucyl-tRNA synthetase [EC:6.1.1.4]|
K01870	IARS, ileS	IARS, ileS|isoleucyl-tRNA synthetase [EC:6.1.1.5]|
K01872	AARS, alaS	AARS, alaS|alanyl-tRNA synthetase [EC:6.1.1.7]|
K01873	VARS, valS	VARS, valS|valyl-tRNA synthetase [EC:6.1.1.9]|
K01874	MARS, metG	MARS, metG|methionyl-tRNA synthetase [EC:6.1.1.10]|
K01875	SARS, serS	SARS, serS|seryl-tRNA synthetase [EC:6.1.1.11]|
K01876	aspS	aspS|aspartyl-tRNA synthetase [EC:6.1.1.12]|
K01878	glyQ	glyQ|glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]|
K01879	glyS	glyS|glycyl-tRNA synthetase beta chain [EC:6.1.1.14]|
K01880	GARS, glyS1	GARS, glyS1|glycyl-tRNA synthetase [EC:6.1.1.14]|
K01881	PARS, proS	PARS, proS|prolyl-tRNA synthetase [EC:6.1.1.15]|
K01883	CARS, cysS	CARS, cysS|cysteinyl-tRNA synthetase [EC:6.1.1.16]|
K01884	cysS1	cysS1|cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]|
K01885	EARS, gltX	EARS, gltX|glutamyl-tRNA synthetase [EC:6.1.1.17]|
K01886	QARS, glnS	QARS, glnS|glutaminyl-tRNA synthetase [EC:6.1.1.18]|
K01887	RARS, argS	RARS, argS|arginyl-tRNA synthetase [EC:6.1.1.19]|
K01889	FARSA, pheS	FARSA, pheS|phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]|
K01890	FARSB, pheT	FARSB, pheT|phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]|
K01892	HARS, hisS	HARS, hisS|histidyl-tRNA synthetase [EC:6.1.1.21]|
K01893	NARS, asnS	NARS, asnS|asparaginyl-tRNA synthetase [EC:6.1.1.22]|
K01894	gluQ	gluQ|glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]|
K01895	ACSS1_2, acs	ACSS1_2, acs|acetyl-CoA synthetase [EC:6.2.1.1]|
K01896	ACSM	ACSM|medium-chain acyl-CoA synthetase [EC:6.2.1.2]|
K01897	ACSL, fadD	ACSL, fadD|long-chain acyl-CoA synthetase [EC:6.2.1.3]|
K01899	LSC1	LSC1|succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]|
K01900	LSC2	LSC2|succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]|
K01902	sucD	sucD|succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]|
K01903	sucC	sucC|succinyl-CoA synthetase beta subunit [EC:6.2.1.5]|
K01904	4CL	4CL|4-coumarate--CoA ligase [EC:6.2.1.12]|
K01905	acdA	acdA|acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]|
K01906	bioW	bioW|6-carboxyhexanoate--CoA ligase [EC:6.2.1.14]|
K01907	AACS, acsA	AACS, acsA|acetoacetyl-CoA synthetase [EC:6.2.1.16]|
K01908	ACSS3, prpE	ACSS3, prpE|propionyl-CoA synthetase [EC:6.2.1.17]|
K01909	mbtM	mbtM|long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]|
K01910	citC	citC|[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]|
K01911	menE	menE|O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]|
K01912	paaK	paaK|phenylacetate-CoA ligase [EC:6.2.1.30]|
K01913	AAE7, ACN1	AAE7, ACN1|acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]|
K01914	asnA	asnA|aspartate--ammonia ligase [EC:6.3.1.1]|
K01915	glnA, GLUL	glnA, GLUL|glutamine synthetase [EC:6.3.1.2]|
K01916	nadE	nadE|NAD+ synthase [EC:6.3.1.5]|
K01917	E6.3.1.8	E6.3.1.8|glutathionylspermidine synthase [EC:6.3.1.8]|
K01918	panC	panC|pantoate--beta-alanine ligase [EC:6.3.2.1]|
K01919	gshA	gshA|glutamate--cysteine ligase [EC:6.3.2.2]|
K01920	gshB	gshB|glutathione synthase [EC:6.3.2.3]|
K01921	ddl	ddl|D-alanine-D-alanine ligase [EC:6.3.2.4]|
K01922	PPCS, COAB	PPCS, COAB|phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]|
K01923	purC	purC|phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]|
K01924	murC	murC|UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]|
K01925	murD	murD|UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]|
K01926	rex	rex|redox-sensing transcriptional repressor|
K01928	murE	murE|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]|
K01929	murF	murF|UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]|
K01930	FPGS	FPGS|folylpolyglutamate synthase [EC:6.3.2.17]|
K01931	NEUR	NEUR|protein neuralized [EC:2.3.2.27]|
K01932	capB, pgsB	capB, pgsB|gamma-polyglutamate synthase [EC:6.3.2.-]|
K01933	purM	purM|phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]|
K01934	MTHFS	MTHFS|5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]|
K01935	bioD	bioD|dethiobiotin synthetase [EC:6.3.3.3]|
K01937	pyrG, CTPS	pyrG, CTPS|CTP synthase [EC:6.3.4.2]|
K01938	fhs	fhs|formate--tetrahydrofolate ligase [EC:6.3.4.3]|
K01939	purA, ADSS	purA, ADSS|adenylosuccinate synthase [EC:6.3.4.4]|
K01940	argG, ASS1	argG, ASS1|argininosuccinate synthase [EC:6.3.4.5]|
K01941	E6.3.4.6	E6.3.4.6|urea carboxylase [EC:6.3.4.6]|
K01942	HLCS	HLCS|biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]|
K01945	purD	purD|phosphoribosylamine---glycine ligase [EC:6.3.4.13]|
K01946	ACACB	ACACB|acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]|
K01947	birA-coaX	birA-coaX|biotin---[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase [EC:6.3.4.15 2.7.1.33]|
K01948	CPS1	CPS1|carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]|
K01949	gmaS	gmaS|glutamate---methylamine ligase [EC:6.3.4.12]|
K01950	E6.3.5.1, NADSYN1, QNS1, nadE	E6.3.5.1, NADSYN1, QNS1, nadE|NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]|
K01951	guaA, GMPS	guaA, GMPS|GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]|
K01952	PFAS, purL	PFAS, purL|phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]|
K01953	asnB, ASNS	asnB, ASNS|asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]|
K01954	K01954	K01954|carbamoyl-phosphate synthase [EC:6.3.5.5]|
K01955	carB, CPA2	carB, CPA2|carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]|
K01956	carA, CPA1	carA, CPA1|carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]|
K01957	ddaH	ddaH|N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase [EC:6.3.5.-]|
K01958	PC, pyc	PC, pyc|pyruvate carboxylase [EC:6.4.1.1]|
K01959	pycA	pycA|pyruvate carboxylase subunit A [EC:6.4.1.1]|
K01960	pycB	pycB|pyruvate carboxylase subunit B [EC:6.4.1.1]|
K01961	accC	accC|acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]|
K01962	accA	accA|acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]|
K01963	accD	accD|acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]|
K01964	K01964	K01964|acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]|
K01965	PCCA, pccA	PCCA, pccA|propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]|
K01966	PCCB, pccB	PCCB, pccB|propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]|
K01968	E6.4.1.4A	E6.4.1.4A|3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]|
K01969	E6.4.1.4B	E6.4.1.4B|3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]|
K01970	accD2	accD2|acyl-CoA carboxylase subunit beta [EC:6.4.1.-]|
K01971	ligD	ligD|bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]|
K01972	E6.5.1.2, ligA, ligB	E6.5.1.2, ligA, ligB|DNA ligase (NAD+) [EC:6.5.1.2]|
K01973	REL1_2	REL1_2|RNA-editing ligase [EC:6.5.1.3]|
K01974	RTCA, rtcA	RTCA, rtcA|RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]|
K01975	thpR	thpR|RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]|
K01977	16SrRNA, rrs	16SrRNA, rrs|16S ribosomal RNA|
K01978	rnpB	rnpB|M1 RNA|
K01979	SSUrRNA	SSUrRNA|small subunit ribosomal RNA|
K01980	23SrRNA, rrl	23SrRNA, rrl|23S ribosomal RNA|
K01981	LSU5S	LSU5S|large subunit ribosomal RNA, 5S|
K01982	LSUrRNA	LSUrRNA|large subunit ribosomal RNA|
K01983	ffs	ffs|SRP RNA|
K01984	LSU4.5S	LSU4.5S|large subunit ribosomal RNA, 4.5S|
K01985	5SrRNA, rrf	5SrRNA, rrf|5S ribosomal RNA|
K01986	LSU5.8S	LSU5.8S|large subunit ribosomal RNA, 5.8S|
K01988	A4GALT	A4GALT|lactosylceramide 4-alpha-galactosyltransferase [EC:2.4.1.228]|
K01989	ABC.X4.S	ABC.X4.S|putative ABC transport system substrate-binding protein|
K01990	ABC-2.A	ABC-2.A|ABC-2 type transport system ATP-binding protein|
K01991	wza, gfcE	wza, gfcE|polysaccharide biosynthesis/export protein|
K01992	ABC-2.P	ABC-2.P|ABC-2 type transport system permease protein|
K01993	ABC-2.TX	ABC-2.TX|HlyD family secretion protein|
K01994	gerE	gerE|LuxR family transcriptional regulator, transcriptional regulator of spore coat protein|
K01995	livG	livG|branched-chain amino acid transport system ATP-binding protein|
K01996	livF	livF|branched-chain amino acid transport system ATP-binding protein|
K01997	livH	livH|branched-chain amino acid transport system permease protein|
K01998	livM	livM|branched-chain amino acid transport system permease protein|
K01999	livK	livK|branched-chain amino acid transport system substrate-binding protein|
K02000	proV	proV|glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]|
K02001	proW	proW|glycine betaine/proline transport system permease protein|
K02002	proX	proX|glycine betaine/proline transport system substrate-binding protein|
K02003	ABC.CD.A	ABC.CD.A|putative ABC transport system ATP-binding protein|
K02004	ABC.CD.P	ABC.CD.P|putative ABC transport system permease protein|
K02005	ABC.CD.TX	ABC.CD.TX|HlyD family secretion protein|
K02006	cbiO	cbiO|cobalt/nickel transport system ATP-binding protein|
K02007	cbiM	cbiM|cobalt/nickel transport system permease protein|
K02008	cbiQ	cbiQ|cobalt/nickel transport system permease protein|
K02009	cbiN	cbiN|cobalt/nickel transport protein|
K02010	afuC, fbpC	afuC, fbpC|iron(III) transport system ATP-binding protein [EC:7.2.2.7]|
K02011	afuB, fbpB	afuB, fbpB|iron(III) transport system permease protein|
K02012	afuA, fbpA	afuA, fbpA|iron(III) transport system substrate-binding protein|
K02013	ABC.FEV.A	ABC.FEV.A|iron complex transport system ATP-binding protein [EC:7.2.2.-]|
K02014	TC.FEV.OM	TC.FEV.OM|iron complex outermembrane recepter protein|
K02015	ABC.FEV.P	ABC.FEV.P|iron complex transport system permease protein|
K02016	ABC.FEV.S	ABC.FEV.S|iron complex transport system substrate-binding protein|
K02017	modC	modC|molybdate transport system ATP-binding protein [EC:7.3.2.5]|
K02018	modB	modB|molybdate transport system permease protein|
K02019	modE	modE|molybdate transport system regulatory protein|
K02020	modA	modA|molybdate transport system substrate-binding protein|
K02021	ABC.MR	ABC.MR|putative ABC transport system ATP-binding protein|
K02022	ABC.MR.TX	ABC.MR.TX|HlyD family secretion protein|
K02024	lamB	lamB|maltoporin|
K02025	ABC.MS.P	ABC.MS.P|multiple sugar transport system permease protein|
K02026	ABC.MS.P1	ABC.MS.P1|multiple sugar transport system permease protein|
K02027	ABC.MS.S	ABC.MS.S|multiple sugar transport system substrate-binding protein|
K02028	ABC.PA.A	ABC.PA.A|polar amino acid transport system ATP-binding protein [EC:7.4.2.1]|
K02029	ABC.PA.P	ABC.PA.P|polar amino acid transport system permease protein|
K02030	ABC.PA.S	ABC.PA.S|polar amino acid transport system substrate-binding protein|
K02031	ddpD	ddpD|peptide/nickel transport system ATP-binding protein|
K02032	ddpF	ddpF|peptide/nickel transport system ATP-binding protein|
K02033	ABC.PE.P	ABC.PE.P|peptide/nickel transport system permease protein|
K02034	ABC.PE.P1	ABC.PE.P1|peptide/nickel transport system permease protein|
K02035	ABC.PE.S	ABC.PE.S|peptide/nickel transport system substrate-binding protein|
K02036	pstB	pstB|phosphate transport system ATP-binding protein [EC:7.3.2.1]|
K02037	pstC	pstC|phosphate transport system permease protein|
K02038	pstA	pstA|phosphate transport system permease protein|
K02039	phoU	phoU|phosphate transport system protein|
K02040	pstS	pstS|phosphate transport system substrate-binding protein|
K02041	phnC	phnC|phosphonate transport system ATP-binding protein [EC:7.3.2.2]|
K02042	phnE	phnE|phosphonate transport system permease protein|
K02043	phnF	phnF|GntR family transcriptional regulator, phosphonate transport system regulatory protein|
K02044	phnD	phnD|phosphonate transport system substrate-binding protein|
K02045	cysA	cysA|sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]|
K02046	cysU	cysU|sulfate/thiosulfate transport system permease protein|
K02047	cysW	cysW|sulfate/thiosulfate transport system permease protein|
K02048	cysP	cysP|sulfate/thiosulfate transport system substrate-binding protein|
K02049	ABC.SN.A	ABC.SN.A|NitT/TauT family transport system ATP-binding protein|
K02050	ABC.SN.P	ABC.SN.P|NitT/TauT family transport system permease protein|
K02051	ABC.SN.S	ABC.SN.S|NitT/TauT family transport system substrate-binding protein|
K02052	ABC.SP.A	ABC.SP.A|putative spermidine/putrescine transport system ATP-binding protein|
K02053	ABC.SP.P	ABC.SP.P|putative spermidine/putrescine transport system permease protein|
K02054	ABC.SP.P1	ABC.SP.P1|putative spermidine/putrescine transport system permease protein|
K02055	ABC.SP.S	ABC.SP.S|putative spermidine/putrescine transport system substrate-binding protein|
K02056	ABC.SS.A	ABC.SS.A|simple sugar transport system ATP-binding protein [EC:7.5.2.-]|
K02057	ABC.SS.P	ABC.SS.P|simple sugar transport system permease protein|
K02058	ABC.SS.S	ABC.SS.S|simple sugar transport system substrate-binding protein|
K02062	thiQ	thiQ|thiamine transport system ATP-binding protein|
K02063	thiP	thiP|thiamine transport system permease protein|
K02064	thiB, tbpA	thiB, tbpA|thiamine transport system substrate-binding protein|
K02065	mlaF, linL, mkl	mlaF, linL, mkl|phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein|
K02066	mlaE, linK	mlaE, linK|phospholipid/cholesterol/gamma-HCH transport system permease protein|
K02067	mlaD, linM	mlaD, linM|phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein|
K02068	ABC.X2.A	ABC.X2.A|putative ABC transport system ATP-binding protein|
K02069	ABC.X2.P	ABC.X2.P|putative ABC transport system permease protein|
K02071	metN	metN|D-methionine transport system ATP-binding protein|
K02072	metI	metI|D-methionine transport system permease protein|
K02073	metQ	metQ|D-methionine transport system substrate-binding protein|
K02074	ABC.ZM.A	ABC.ZM.A|zinc/manganese transport system ATP-binding protein|
K02075	ABC.ZM.P	ABC.ZM.P|zinc/manganese transport system permease protein|
K02076	zurR, zur	zurR, zur|Fur family transcriptional regulator, zinc uptake regulator|
K02077	ABC.ZM.S	ABC.ZM.S|zinc/manganese transport system substrate-binding protein|
K02078	acpP	acpP|acyl carrier protein|
K02079	agaA	agaA|N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]|
K02080	agaI	agaI|galactosamine-6-phosphate isomerase [EC:5.3.1.-]|
K02081	agaR	agaR|DeoR family transcriptional regulator, aga operon transcriptional repressor|
K02082	agaS	agaS|tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]|
K02083	allC	allC|allantoate deiminase [EC:3.5.3.9]|
K02084	APAF1	APAF1|apoptotic protease-activating factor|
K02085	APC	APC|adenomatosis polyposis coli protein|
K02086	dnaD	dnaD|DNA replication protein|
K02087	CDK1, CDC2	CDK1, CDC2|cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]|
K02088	CDK3	CDK3|cyclin-dependent kinase 3 [EC:2.7.11.22]|
K02089	CDK4	CDK4|cyclin-dependent kinase 4 [EC:2.7.11.22]|
K02090	CDK5	CDK5|cyclin-dependent kinase 5 [EC:2.7.11.22]|
K02091	CDK6	CDK6|cyclin-dependent kinase 6 [EC:2.7.11.22]|
K02092	apcA	apcA|allophycocyanin alpha subunit|
K02093	apcB	apcB|allophycocyanin beta subunit|
K02094	apcC	apcC|phycobilisome core linker protein|
K02095	apcD	apcD|allophycocyanin-B|
K02096	apcE	apcE|phycobilisome core-membrane linker protein|
K02097	apcF	apcF|phycobilisome core component|
K02098	SPIR	SPIR|spire|
K02099	araC	araC|AraC family transcriptional regulator, arabinose operon regulatory protein|
K02100	araE	araE|MFS transporter, SP family, arabinose:H+ symporter|
K02101	araL	araL|arabinose operon protein AraL|
K02103	araR	araR|GntR family transcriptional regulator, arabinose operon transcriptional repressor|
K02104	AOS	AOS|protein giant-lens (argos)|
K02105	CTNNB1	CTNNB1|catenin beta 1|
K02106	atoE	atoE|short-chain fatty acids transporter|
K02107	ATPVG, ahaH, atpH	ATPVG, ahaH, atpH|V/A-type H+/Na+-transporting ATPase subunit G/H|
K02108	ATPF0A, atpB	ATPF0A, atpB|F-type H+-transporting ATPase subunit a|
K02109	ATPF0B, atpF	ATPF0B, atpF|F-type H+-transporting ATPase subunit b|
K02110	ATPF0C, atpE	ATPF0C, atpE|F-type H+-transporting ATPase subunit c|
K02111	ATPF1A, atpA	ATPF1A, atpA|F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]|
K02112	ATPF1B, atpD	ATPF1B, atpD|F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]|
K02113	ATPF1D, atpH	ATPF1D, atpH|F-type H+-transporting ATPase subunit delta|
K02114	ATPF1E, atpC	ATPF1E, atpC|F-type H+-transporting ATPase subunit epsilon|
K02115	ATPF1G, atpG	ATPF1G, atpG|F-type H+-transporting ATPase subunit gamma|
K02116	atpI	atpI|ATP synthase protein I|
K02117	ATPVA, ntpA, atpA	ATPVA, ntpA, atpA|V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]|
K02118	ATPVB, ntpB, atpB	ATPVB, ntpB, atpB|V/A-type H+/Na+-transporting ATPase subunit B|
K02119	ATPVC, ntpC, atpC	ATPVC, ntpC, atpC|V/A-type H+/Na+-transporting ATPase subunit C|
K02120	ATPVD, ntpD, atpD	ATPVD, ntpD, atpD|V/A-type H+/Na+-transporting ATPase subunit D|
K02121	ATPVE, ntpE, atpE	ATPVE, ntpE, atpE|V/A-type H+/Na+-transporting ATPase subunit E|
K02122	ATPVF, ntpF, atpF	ATPVF, ntpF, atpF|V/A-type H+/Na+-transporting ATPase subunit F|
K02123	ATPVI, ntpI, atpI	ATPVI, ntpI, atpI|V/A-type H+/Na+-transporting ATPase subunit I|
K02124	ATPVK, ntpK, atpK	ATPVK, ntpK, atpK|V/A-type H+/Na+-transporting ATPase subunit K|
K02125	ATPeF08, MTATP8, ATP8	ATPeF08, MTATP8, ATP8|F-type H+-transporting ATPase subunit 8|
K02126	ATPeF0A, MTATP6, ATP6	ATPeF0A, MTATP6, ATP6|F-type H+-transporting ATPase subunit a|
K02127	ATPeF0B, ATP5F1, ATP4	ATPeF0B, ATP5F1, ATP4|F-type H+-transporting ATPase subunit b|
K02128	ATPeF0C, ATP5G, ATP9	ATPeF0C, ATP5G, ATP9|F-type H+-transporting ATPase subunit c|
K02129	ATPeF0E, ATP5I	ATPeF0E, ATP5I|F-type H+-transporting ATPase subunit e|
K02130	ATPeF0F, ATP5J2	ATPeF0F, ATP5J2|F-type H+-transporting ATPase subunit f|
K02131	ATPeF0F6, ATP5J	ATPeF0F6, ATP5J|F-type H+-transporting ATPase subunit 6|
K02132	ATPeF1A, ATP5A1, ATP1	ATPeF1A, ATP5A1, ATP1|F-type H+-transporting ATPase subunit alpha|
K02133	ATPeF1B, ATP5B, ATP2	ATPeF1B, ATP5B, ATP2|F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]|
K02134	ATPeF1D, ATP5D, ATP16	ATPeF1D, ATP5D, ATP16|F-type H+-transporting ATPase subunit delta|
K02135	ATPeF1E, ATP5E, ATP15	ATPeF1E, ATP5E, ATP15|F-type H+-transporting ATPase subunit epsilon|
K02136	ATPeF1G, ATP5C1, ATP3	ATPeF1G, ATP5C1, ATP3|F-type H+-transporting ATPase subunit gamma|
K02137	ATPeF0O, ATP5O, ATP5	ATPeF0O, ATP5O, ATP5|F-type H+-transporting ATPase subunit O|
K02138	ATPeF0D, ATP5H, ATP7	ATPeF0D, ATP5H, ATP7|F-type H+-transporting ATPase subunit d|
K02139	ATPeFF, ATP17	ATPeFF, ATP17|F-type H+-transporting ATPase subunit f|
K02140	ATPeFG, ATP5L, ATP20	ATPeFG, ATP5L, ATP20|F-type H+-transporting ATPase subunit g|
K02141	ATPeFH, ATP14	ATPeFH, ATP14|F-type H+-transporting ATPase subunit h|
K02142	ATPeFJ, ATP18	ATPeFJ, ATP18|F-type H+-transporting ATPase subunit j|
K02143	ATPeFK, ATP19	ATPeFK, ATP19|F-type H+-transporting ATPase subunit k|
K02144	ATPeV1H	ATPeV1H|V-type H+-transporting ATPase subunit H|
K02145	ATPeV1A, ATP6A	ATPeV1A, ATP6A|V-type H+-transporting ATPase subunit A [EC:7.1.2.2]|
K02146	ATPeV0D, ATP6D	ATPeV0D, ATP6D|V-type H+-transporting ATPase subunit d|
K02147	ATPeV1B, ATP6B	ATPeV1B, ATP6B|V-type H+-transporting ATPase subunit B|
K02148	ATPeV1C, ATP6C	ATPeV1C, ATP6C|V-type H+-transporting ATPase subunit C|
K02149	ATPeV1D, ATP6M	ATPeV1D, ATP6M|V-type H+-transporting ATPase subunit D|
K02150	ATPeV1E, ATP6E	ATPeV1E, ATP6E|V-type H+-transporting ATPase subunit E|
K02151	ATPeV1F, ATP6S14	ATPeV1F, ATP6S14|V-type H+-transporting ATPase subunit F|
K02152	ATPeV1G, ATP6G	ATPeV1G, ATP6G|V-type H+-transporting ATPase subunit G|
K02153	ATPeV0E, ATP6H	ATPeV0E, ATP6H|V-type H+-transporting ATPase subunit e|
K02154	ATPeV0A, ATP6N	ATPeV0A, ATP6N|V-type H+-transporting ATPase subunit a|
K02155	ATPeV0C, ATP6L	ATPeV0C, ATP6L|V-type H+-transporting ATPase 16kDa proteolipid subunit|
K02156	AUB, PIWI	AUB, PIWI|aubergine|
K02157	AXIN1	AXIN1|axin 1|
K02158	BAD	BAD|Bcl-2-antagonist of cell death|
K02159	BAX	BAX|apoptosis regulator BAX|
K02160	accB, bccP	accB, bccP|acetyl-CoA carboxylase biotin carboxyl carrier protein|
K02161	BCL2	BCL2|apoptosis regulator Bcl-2|
K02162	BCL2A1	BCL2A1|hematopoietic Bcl-2-related protein A1|
K02163	BCLW	BCLW|apoptosis regulator BCL-W|
K02164	norE	norE|nitric oxide reductase NorE protein|
K02165	DKK	DKK|dickkopf|
K02166	SFRP1	SFRP1|secreted frizzled-related protein 1|
K02167	betI	betI|TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes|
K02168	betT, betS	betT, betS|choline/glycine/proline betaine transport protein|
K02169	bioC	bioC|malonyl-CoA O-methyltransferase [EC:2.1.1.197]|
K02170	bioH	bioH|pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]|
K02171	blaI	blaI|BlaI family transcriptional regulator, penicillinase repressor|
K02172	blaR1	blaR1|bla regulator protein blaR1|
K02173	yggC	yggC|putative kinase|
K02174	BR-C	BR-C|broad-complex core protein|
K02175	BRN	BRN|beta-1,3-galactosyltransferase / beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.62 2.4.1.-]|
K02176	SFRP2	SFRP2|secreted frizzled-related protein 2|
K02177	BRU	BRU|bruno|
K02178	BUB1	BUB1|checkpoint serine/threonine-protein kinase [EC:2.7.11.1]|
K02179	BUB2	BUB2|cell cycle arrest protein BUB2|
K02180	BUB3	BUB3|cell cycle arrest protein BUB3|
K02181	BFA1	BFA1|cell cycle arrest protein BFA1|
K02182	caiC	caiC|carnitine-CoA ligase [EC:6.2.1.48]|
K02183	CALM	CALM|calmodulin|
K02184	FMN2	FMN2|formin 2|
K02185	SFRP4	SFRP4|secreted frizzled-related protein 4|
K02186	CASP2	CASP2|caspase 2 [EC:3.4.22.55]|
K02187	CASP3	CASP3|caspase 3 [EC:3.4.22.56]|
K02188	cbiD	cbiD|cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]|
K02189	cbiG	cbiG|cobalt-precorrin 5A hydrolase [EC:3.7.1.12]|
K02190	cbiK	cbiK|sirohydrochlorin cobaltochelatase [EC:4.99.1.3]|
K02191	cbiT	cbiT|cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]|
K02192	bfd	bfd|bacterioferritin-associated ferredoxin|
K02193	ccmA	ccmA|heme exporter protein A [EC:7.6.2.5]|
K02194	ccmB	ccmB|heme exporter protein B|
K02195	ccmC	ccmC|heme exporter protein C|
K02196	ccmD	ccmD|heme exporter protein D|
K02197	ccmE	ccmE|cytochrome c-type biogenesis protein CcmE|
K02198	ccmF	ccmF|cytochrome c-type biogenesis protein CcmF|
K02199	ccmG, dsbE	ccmG, dsbE|cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE|
K02200	ccmH	ccmH|cytochrome c-type biogenesis protein CcmH|
K02201	E2.7.7.3B	E2.7.7.3B|pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]|
K02202	CDK7	CDK7|cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]|
